DateTime,Quantity
2021-12-01 21:54:27,0.069903155883748
2021-12-02 22:03:53,0.13220191233848
2021-12-03 22:09:54,0.07061238241313
2021-12-04 22:17:31,0.082778695145428
2021-12-05 22:28:03,0.078751638403624
2021-12-06 22:40:02,0.076823540835303
2021-12-07 22:48:45,0.075196691805425
2021-12-08 22:56:46,0.072053555987351
2021-12-09 22:59:38,0.07494849813865
2021-12-10 23:09:23,0.073862669249622
2021-12-11 23:19:05,0.088710878388783
2021-12-12 23:27:17,0.082075930479425
2021-12-13 23:36:23,0.070365413272016
2021-12-14 23:43:48,0.072075930479425
2021-12-15 23:48:11,0.055344697299218
2021-12-16 23:51:44,0.072075930479425
2021-12-18 00:00:34,0.058858370489393
2021-12-19 00:08:08,0.095420597066277
2021-12-20 00:11:33,0.083614072356866
2021-12-21 00:21:11,0.072075930479425
2021-12-22 00:38:51,0.072075930479425
2021-12-23 00:45:18,0.065763024461458
2021-12-24 00:46:04,0.053640515009692
2021-12-25 00:48:07,0.065619641711758
2021-12-26 00:57:43,0.095763024461458
2021-12-27 01:08:38,0.073862669249622
2021-12-28 01:11:36,0.062428625750248
2021-12-29 01:22:27,0.073862669249622
2021-12-30 01:27:36,0.092153109574113
2021-12-31 01:32:50,0.073862669249622
2022-01-01 01:39:29,0.058575073662843
2022-01-02 01:47:06,0.054118546523063
2022-01-03 01:54:09,0.063783412323857
2022-01-06 03:42:06,0.168772241360918
2022-01-06 15:37:33,0.073862669249622
2022-01-07 15:32:54,0.073034842166138
2022-01-08 15:35:19,0.071895071584209
2022-01-09 15:44:24,0.064896088392224
2022-01-10 15:55:19,0.073065586074023
